CONDITION,CODE_TYPE,CODE,CODE_DESCRIPTION
STROKE,icd_10_cm,I6000,Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation
STROKE,icd_10_cm,I6001,Nontraumatic subarachnoid hemorrhage from right carotid siphon and bifurcation
STROKE,icd_10_cm,I6002,Nontraumatic subarachnoid hemorrhage from left carotid siphon and bifurcation
STROKE,icd_10_cm,I6010,Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery
STROKE,icd_10_cm,I6011,Nontraumatic subarachnoid hemorrhage from right middle cerebral artery
STROKE,icd_10_cm,I6012,Nontraumatic subarachnoid hemorrhage from left middle cerebral artery
STROKE,icd_10_cm,I602,Nontraumatic subarachnoid hemorrhage from anterior communicating artery
STROKE,icd_10_cm,I6020,
STROKE,icd_10_cm,I6021,
STROKE,icd_10_cm,I6022,
STROKE,icd_10_cm,I6030,Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery
STROKE,icd_10_cm,I6031,Nontraumatic subarachnoid hemorrhage from right posterior communicating artery
STROKE,icd_10_cm,I6032,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery
STROKE,icd_10_cm,I604,Nontraumatic subarachnoid hemorrhage from basilar artery
STROKE,icd_10_cm,I6050,Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery
STROKE,icd_10_cm,I6051,Nontraumatic subarachnoid hemorrhage from right vertebral artery
STROKE,icd_10_cm,I6052,Nontraumatic subarachnoid hemorrhage from left vertebral artery
STROKE,icd_10_cm,I606,Nontraumatic subarachnoid hemorrhage from other intracranial arteries
STROKE,icd_10_cm,I607,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery
STROKE,icd_10_cm,I608,Other nontraumatic subarachnoid hemorrhage
STROKE,icd_10_cm,I609,"Nontraumatic subarachnoid hemorrhage, unspecified"
STROKE,icd_10_cm,I610,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical"
STROKE,icd_10_cm,I611,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical"
STROKE,icd_10_cm,I612,"Nontraumatic intracerebral hemorrhage in hemisphere, unspecified"
STROKE,icd_10_cm,I613,Nontraumatic intracerebral hemorrhage in brain stem
STROKE,icd_10_cm,I614,Nontraumatic intracerebral hemorrhage in cerebellum
STROKE,icd_10_cm,I615,"Nontraumatic intracerebral hemorrhage, intraventricular"
STROKE,icd_10_cm,I616,"Nontraumatic intracerebral hemorrhage, multiple localized"
STROKE,icd_10_cm,I618,Other nontraumatic intracerebral hemorrhage
STROKE,icd_10_cm,I619,"Nontraumatic intracerebral hemorrhage, unspecified"
STROKE,icd_10_cm,I6200,"Nontraumatic subdural hemorrhage, unspecified"
STROKE,icd_10_cm,I6201,Nontraumatic acute subdural hemorrhage
STROKE,icd_10_cm,I6202,Nontraumatic subacute subdural hemorrhage
STROKE,icd_10_cm,I629,"Nontraumatic intracranial hemorrhage, unspecified"
STROKE,icd_10_cm,I6300,Cerebral infarction due to thrombosis of unspecified precerebral artery
STROKE,icd_10_cm,I63011,Cerebral infarction due to thrombosis of right vertebral artery
STROKE,icd_10_cm,I63012,Cerebral infarction due to thrombosis of left vertebral artery
STROKE,icd_10_cm,I63013,Cerebral infarction due to thrombosis of bilateral vertebral arteries
STROKE,icd_10_cm,I63019,Cerebral infarction due to thrombosis of unspecified vertebral artery
STROKE,icd_10_cm,I6302,Cerebral infarction due to thrombosis of basilar artery
STROKE,icd_10_cm,I63031,Cerebral infarction due to thrombosis of right carotid artery
STROKE,icd_10_cm,I63032,Cerebral infarction due to thrombosis of left carotid artery
STROKE,icd_10_cm,I63033,Cerebral infarction due to thrombosis of bilateral carotid arteries
STROKE,icd_10_cm,I63039,Cerebral infarction due to thrombosis of unspecified carotid artery
STROKE,icd_10_cm,I6309,Cerebral infarction due to thrombosis of other precerebral artery
STROKE,icd_10_cm,I6310,Cerebral infarction due to embolism of unspecified precerebral artery
STROKE,icd_10_cm,I63111,Cerebral infarction due to embolism of right vertebral artery
STROKE,icd_10_cm,I63112,Cerebral infarction due to embolism of left vertebral artery
STROKE,icd_10_cm,I63113,Cerebral infarction due to embolism of bilateral vertebral arteries
STROKE,icd_10_cm,I63119,Cerebral infarction due to embolism of unspecified vertebral artery
STROKE,icd_10_cm,I6312,Cerebral infarction due to embolism of basilar artery
STROKE,icd_10_cm,I63131,Cerebral infarction due to embolism of right carotid artery
STROKE,icd_10_cm,I63132,Cerebral infarction due to embolism of left carotid artery
STROKE,icd_10_cm,I63133,Cerebral infarction due to embolism of bilateral carotid arteries
STROKE,icd_10_cm,I63139,Cerebral infarction due to embolism of unspecified carotid artery
STROKE,icd_10_cm,I6319,Cerebral infarction due to embolism of other precerebral artery
STROKE,icd_10_cm,I6320,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries
STROKE,icd_10_cm,I63211,Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery
STROKE,icd_10_cm,I63212,Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery
STROKE,icd_10_cm,I63213,Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries
STROKE,icd_10_cm,I63219,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery
STROKE,icd_10_cm,I6322,Cerebral infarction due to unspecified occlusion or stenosis of basilar artery
STROKE,icd_10_cm,I63231,Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries
STROKE,icd_10_cm,I63232,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries
STROKE,icd_10_cm,I63233,Cerebral infarction due to unspecified occlusion or stenosis of bilateral carotid arteries
STROKE,icd_10_cm,I63239,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery
STROKE,icd_10_cm,I6329,Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries
STROKE,icd_10_cm,I6330,Cerebral infarction due to thrombosis of unspecified cerebral artery
STROKE,icd_10_cm,I63311,Cerebral infarction due to thrombosis of right middle cerebral artery
STROKE,icd_10_cm,I63312,Cerebral infarction due to thrombosis of left middle cerebral artery
STROKE,icd_10_cm,I63313,Cerebral infarction due to thrombosis of bilateral middle cerebral arteries
STROKE,icd_10_cm,I63319,Cerebral infarction due to thrombosis of unspecified middle cerebral artery
STROKE,icd_10_cm,I63321,Cerebral infarction due to thrombosis of right anterior cerebral artery
STROKE,icd_10_cm,I63322,Cerebral infarction due to thrombosis of left anterior cerebral artery
STROKE,icd_10_cm,I63323,Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries
STROKE,icd_10_cm,I63329,Cerebral infarction due to thrombosis of unspecified anterior cerebral artery
STROKE,icd_10_cm,I63331,Cerebral infarction due to thrombosis of right posterior cerebral artery
STROKE,icd_10_cm,I63332,Cerebral infarction due to thrombosis of left posterior cerebral artery
STROKE,icd_10_cm,I63333,Cerebral infarction due to thrombosis of bilateral posterior cerebral arteries
STROKE,icd_10_cm,I63339,Cerebral infarction due to thrombosis of unspecified posterior cerebral artery
STROKE,icd_10_cm,I63341,Cerebral infarction due to thrombosis of right cerebellar artery
STROKE,icd_10_cm,I63342,Cerebral infarction due to thrombosis of left cerebellar artery
STROKE,icd_10_cm,I63343,Cerebral infarction due to thrombosis of bilateral cerebellar arteries
STROKE,icd_10_cm,I63349,Cerebral infarction due to thrombosis of unspecified cerebellar artery
STROKE,icd_10_cm,I6339,Cerebral infarction due to thrombosis of other cerebral artery
STROKE,icd_10_cm,I6340,Cerebral infarction due to embolism of unspecified cerebral artery
STROKE,icd_10_cm,I63411,Cerebral infarction due to embolism of right middle cerebral artery
STROKE,icd_10_cm,I63412,Cerebral infarction due to embolism of left middle cerebral artery
STROKE,icd_10_cm,I63413,Cerebral infarction due to embolism of bilateral middle cerebral arteries
STROKE,icd_10_cm,I63419,Cerebral infarction due to embolism of unspecified middle cerebral artery
STROKE,icd_10_cm,I63421,Cerebral infarction due to embolism of right anterior cerebral artery
STROKE,icd_10_cm,I63422,Cerebral infarction due to embolism of left anterior cerebral artery
STROKE,icd_10_cm,I63423,Cerebral infarction due to embolism of bilateral anterior cerebral arteries
STROKE,icd_10_cm,I63429,Cerebral infarction due to embolism of unspecified anterior cerebral artery
STROKE,icd_10_cm,I63431,Cerebral infarction due to embolism of right posterior cerebral artery
STROKE,icd_10_cm,I63432,Cerebral infarction due to embolism of left posterior cerebral artery
STROKE,icd_10_cm,I63433,Cerebral infarction due to embolism of bilateral posterior cerebral arteries
STROKE,icd_10_cm,I63439,Cerebral infarction due to embolism of unspecified posterior cerebral artery
STROKE,icd_10_cm,I63441,Cerebral infarction due to embolism of right cerebellar artery
STROKE,icd_10_cm,I63442,Cerebral infarction due to embolism of left cerebellar artery
STROKE,icd_10_cm,I63443,Cerebral infarction due to embolism of bilateral cerebellar arteries
STROKE,icd_10_cm,I63449,Cerebral infarction due to embolism of unspecified cerebellar artery
STROKE,icd_10_cm,I6349,Cerebral infarction due to embolism of other cerebral artery
STROKE,icd_10_cm,I6350,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery
STROKE,icd_10_cm,I63511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery
STROKE,icd_10_cm,I63512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery
STROKE,icd_10_cm,I63513,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries
STROKE,icd_10_cm,I63519,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery
STROKE,icd_10_cm,I63521,Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery
STROKE,icd_10_cm,I63522,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery
STROKE,icd_10_cm,I63523,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries
STROKE,icd_10_cm,I63529,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery
STROKE,icd_10_cm,I63531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery
STROKE,icd_10_cm,I63532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery
STROKE,icd_10_cm,I63533,Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries
STROKE,icd_10_cm,I63539,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery
STROKE,icd_10_cm,I63541,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery
STROKE,icd_10_cm,I63542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery
STROKE,icd_10_cm,I63543,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries
STROKE,icd_10_cm,I63549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery
STROKE,icd_10_cm,I6359,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery
STROKE,icd_10_cm,I636,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic"
STROKE,icd_10_cm,I6381,Other cerebral infarction due to occlusion or stenosis of small artery
STROKE,icd_10_cm,I6389,Other cerebral infarction
STROKE,icd_10_cm,I639,"Cerebral infarction, unspecified"
STROKE,icd_10_cm,I67841,Reversible cerebrovascular vasoconstriction syndrome
STROKE,icd_10_cm,I67848,Other cerebrovascular vasospasm and vasoconstriction
STROKE,icd_10_cm,I6789,Other cerebrovascular disease
STROKE,icd_10_cm,I97810,Intraoperative cerebrovascular infarction during cardiac surgery
STROKE,icd_10_cm,I97811,Intraoperative cerebrovascular infarction during other surgery
STROKE,icd_10_cm,I97820,Postprocedural cerebrovascular infarction following cardiac surgery
STROKE,icd_10_cm,I97821,Postprocedural cerebrovascular infarction following other surgery
STROKE,icd_10_cm,S06340A,"Traumatic hemorrhage of right cerebrum without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S06341A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S06342A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S06343A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S06344A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S06345A,"Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S06346A,"Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S06347A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06348A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06349A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S06350A,"Traumatic hemorrhage of left cerebrum without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S06351A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S06352A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S06353A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S06354A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S06355A,"Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S06356A,"Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S06357A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06358A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06359A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S06360A,"Traumatic hemorrhage of cerebrum, unspecified, without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S06361A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S06362A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S06363A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S06364A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S06365A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S06366A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S06367A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06368A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06369A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S06370A,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S06371A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S06372A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S06373A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S06374A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S06375A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S06376A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S06377A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06378A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06379A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S06380A,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S06381A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S06382A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S06383A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S06384A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S06385A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S06386A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S06387A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06388A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06389A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S065X0A,"Traumatic subdural hemorrhage without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S065X1A,"Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S065X2A,"Traumatic subdural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S065X3A,"Traumatic subdural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S065X4A,"Traumatic subdural hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S065X5A,"Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S065X6A,"Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S065X7A,"Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to brain injury before regaining consciousness, initial encounter"
STROKE,icd_10_cm,S065X8A,"Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to other cause before regaining consciousness, initial encounter"
STROKE,icd_10_cm,S065X9A,"Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S066X0A,"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S066X1A,"Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S066X2A,"Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S066X3A,"Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S066X4A,"Traumatic subarachnoid hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S066X5A,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S066X6A,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S066X7A,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S066X8A,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S066X9A,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S06810A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S06811A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S06812A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S06813A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S06814A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S06815A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S06816A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S06817A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06818A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06819A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S06820A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S06821A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S06822A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S06823A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S06824A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S06825A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S06826A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S06827A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06828A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06829A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S06890A,"Other specified intracranial injury without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S06891A,"Other specified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S06892A,"Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S06893A,"Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S06894A,"Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S06895A,"Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S06896A,"Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S06897A,"Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06898A,"Other specified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S06899A,"Other specified intracranial injury with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S069X0A,"Unspecified intracranial injury without loss of consciousness, initial encounter"
STROKE,icd_10_cm,S069X1A,"Unspecified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter"
STROKE,icd_10_cm,S069X2A,"Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
STROKE,icd_10_cm,S069X3A,"Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
STROKE,icd_10_cm,S069X4A,"Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter"
STROKE,icd_10_cm,S069X5A,"Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
STROKE,icd_10_cm,S069X6A,"Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
STROKE,icd_10_cm,S069X7A,"Unspecified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S069X8A,"Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
STROKE,icd_10_cm,S069X9A,"Unspecified intracranial injury with loss of consciousness of unspecified duration, initial encounter"
STROKE,icd_10_cm,S06A0XA,"Traumatic brain compression without herniation, initial encounter"
STROKE,icd_10_cm,S06A1XA,"Traumatic brain compression with herniation, initial encounter"
ANXIETY,icd_10_cm,F064,Anxiety disorder due to known physiological condition
ANXIETY,icd_10_cm,F4000,"Agoraphobia, unspecified"
ANXIETY,icd_10_cm,F4001,Agoraphobia with panic disorder
ANXIETY,icd_10_cm,F4002,Agoraphobia without panic disorder
ANXIETY,icd_10_cm,F4010,"Social phobia, unspecified"
ANXIETY,icd_10_cm,F4011,"Social phobia, generalized"
ANXIETY,icd_10_cm,F40210,Arachnophobia
ANXIETY,icd_10_cm,F40218,Other animal type phobia
ANXIETY,icd_10_cm,F40220,Fear of thunderstorms
ANXIETY,icd_10_cm,F40228,Other natural environment type phobia
ANXIETY,icd_10_cm,F40230,Fear of blood
ANXIETY,icd_10_cm,F40231,Fear of injections and transfusions
ANXIETY,icd_10_cm,F40232,Fear of other medical care
ANXIETY,icd_10_cm,F40233,Fear of injury
